teks_asli,konversi_emoji,cleaning,case_folding,normalisasi,tokenisasi,stopword,stemming,teks_bersih,label
"""Ko pegadaian kan rasanya aman ya bumn, koko td blg kalau misal pas tabungan digital itu udah banyak grammnya, trus mending dicetak ke emas fisik, alasannya knp ko? Biar mantep aja rasanya karena kita ud pegang lngsg emasnya atau karena faktor keamanan atau karena mungkin bisa lbh profit ko? Tolong dijawab ya ko ðŸ™"",","""Ko pegadaian kan rasanya aman ya bumn, koko td blg kalau misal pas tabungan digital itu udah banyak grammnya, trus mending dicetak ke emas fisik, alasannya knp ko? Biar mantep aja rasanya karena kita ud pegang lngsg emasnya atau karena faktor keamanan atau karena mungkin bisa lbh profit ko? Tolong dijawab ya ko ðŸ "",",Ko pegadaian kan rasanya aman ya bumn koko td blg kalau misal pas tabungan digital itu udah banyak grammnya trus mending dicetak ke emas fisik alasannya knp ko Biar mantep aja rasanya karena kita ud pegang lngsg emasnya atau karena faktor keamanan atau karena mungkin bisa lbh profit ko Tolong dijawab ya ko ðŸ,ko pegadaian kan rasanya aman ya bumn koko td blg kalau misal pas tabungan digital itu udah banyak grammnya trus mending dicetak ke emas fisik alasannya knp ko biar mantep aja rasanya karena kita ud pegang lngsg emasnya atau karena faktor keamanan atau karena mungkin bisa lbh profit ko tolong dijawab ya ko ðÿ,kakak pegadaian kan rasanya aman ya bumn koko td blg kalau misal pas tabungan digital itu sudah banyak grammnya trus lebih baik dicetak ke emas fisik alasannya mengapa kakak biar mantep aja rasanya karena kita ud pegang lngsg emasnya atau karena faktor keamanan atau karena mungkin bisa lbh keuntungan kakak tolong dijawab ya kakak ðÿ,kakak | pegadaian | kan | rasanya | aman | ya | bumn | koko | td | blg | kalau | misal | pas | tabungan | digital | itu | sudah | banyak | grammnya | trus | lebih | baik | dicetak | ke | emas | fisik | alasannya | mengapa | kakak | biar | mantep | aja | rasanya | karena | kita | ud | pegang | lngsg | emasnya | atau | karena | faktor | keamanan | atau | karena | mungkin | bisa | lbh | keuntungan | kakak | tolong | dijawab | ya | kakak | ðÿ,kakak pegadaian kan rasanya aman bumn koko blg kalau misal pas tabungan digital sudah banyak grammnya trus lebih baik dicetak emas fisik alasannya mengapa kakak biar mantep aja rasanya karena pegang lngsg emasnya karena faktor keamanan karena mungkin bisa lbh keuntungan kakak tolong dijawab kakak,kakak gadai kan rasa aman bumn koko blg kalau misal pas tabung digital sudah banyak grammnya trus lebih baik cetak emas fisik alas mengapa kakak biar mantep aja rasa karena pegang lngsg emas karena faktor aman karena mungkin bisa lbh untung kakak tolong jawab kakak,kakak gadai kan rasa aman bumn koko blg kalau misal pas tabung digital sudah banyak grammnya trus lebih baik cetak emas fisik alas mengapa kakak biar mantep aja rasa karena pegang lngsg emas karena faktor aman karena mungkin bisa lbh untung kakak tolong jawab kakak,netral
"knp gak dibahas keamanan vs biaya sewa?,","knp gak dibahas keamanan vs biaya sewa?,",knp gak dibahas keamanan vs biaya sewa,knp gak dibahas keamanan vs biaya sewa,mengapa tidak dibahas keamanan vs biaya sewa,mengapa | tidak | dibahas | keamanan | vs | biaya | sewa,mengapa tidak dibahas keamanan biaya sewa,mengapa tidak bahas aman biaya sewa,mengapa tidak bahas aman biaya sewa,netral
"Pegadaian cepet kok cairnya. Gak nunggu 1 sampe 2 hari.,","Pegadaian cepet kok cairnya. Gak nunggu 1 sampe 2 hari.,",Pegadaian cepet kok cairnya Gak nunggu sampe 2 hari,pegadaian cepet kok cairnya gak nunggu sampe 2 hari,pegadaian cepat kok cairnya tidak menunggu sampe 2 hari,pegadaian | cepat | kok | cairnya | tidak | menunggu | sampe | 2 | hari,pegadaian cepat kok cairnya tidak menunggu sampe hari,gadai cepat kok cair tidak tunggu sampe hari,gadai cepat kok cair tidak tunggu sampe hari,positif
"Saya Menabung Emas Di Aplikasih Pegadaian Digital,","Saya Menabung Emas Di Aplikasih Pegadaian Digital,",Saya Menabung Emas Di Aplikasih Pegadaian Digital,saya menabung emas di aplikasih pegadaian digital,saya menabung emas di aplikasih pegadaian digital,saya | menabung | emas | di | aplikasih | pegadaian | digital,menabung emas aplikasih pegadaian digital,tabung emas aplikasih gadai digital,tabung emas aplikasih gadai digital,positif
"Bukannya emas digital yang kita beli dijamin oleh KBI ya? Harusnya aman donk?,","Bukannya emas digital yang kita beli dijamin oleh KBI ya? Harusnya aman donk?,",Bukannya emas digital yang kita beli dijamin oleh KBI ya Harusnya aman donk,bukannya emas digital yang kita beli dijamin oleh kbi ya harusnya aman donk,bukannya emas digital yang kita membeli dijamin oleh kbi ya harusnya aman donk,bukannya | emas | digital | yang | kita | membeli | dijamin | oleh | kbi | ya | harusnya | aman | donk,bukannya emas digital membeli dijamin kbi harusnya aman donk,bukan emas digital beli jamin kbi harus aman donk,bukan emas digital beli jamin kbi harus aman donk,netral
"Klo pegadaian gimana bang aman kah  ?,","Klo pegadaian gimana bang aman kah ?,",Klo pegadaian gimana bang aman kah,klo pegadaian gimana bang aman kah,kalau pegadaian bagaimana abang aman kah,kalau | pegadaian | bagaimana | abang | aman | kah,kalau pegadaian bagaimana abang aman kah,kalau gadai bagaimana abang aman kah,kalau gadai bagaimana abang aman kah,netral
"q ya  tetep  emas  fisik,","q ya tetep emas fisik,",q ya tetep emas fisik,q ya tetep emas fisik,q ya tetep emas fisik,q | ya | tetep | emas | fisik,tetep emas fisik,tetep emas fisik,tetep emas fisik,netral
"Jd mau coba u emas digital. Terima kasih byk,","Jd mau coba u emas digital. Terima kasih byk,",Jd mau coba u emas digital Terima kasih byk,jd mau coba u emas digital terima kasih byk,jadi mau mencoba u emas digital terima memberi byk,jadi | mau | mencoba | u | emas | digital | terima | memberi | byk,jadi mau mencoba emas digital terima memberi byk,jadi mau coba emas digital terima beri byk,jadi mau coba emas digital terima beri byk,netral
"Apk apa bt cek mas asli apa palsu,","Apk apa bt cek mas asli apa palsu,",Apk apa bt cek mas asli apa palsu,apk apa bt cek mas asli apa palsu,aplikasi apa kesal cek mas asli apa palsu,aplikasi | apa | kesal | cek | mas | asli | apa | palsu,aplikasi kesal cek mas asli palsu,aplikasi kesal cek mas asli palsu,aplikasi kesal cek mas asli palsu,netral
"Kak kalo kita nabung emas digital di pegadaian apakah aturan di semua cabang pegadaian sama dan semuanya dapat dipercaya ?,","Kak kalo kita nabung emas digital di pegadaian apakah aturan di semua cabang pegadaian sama dan semuanya dapat dipercaya ?,",Kak kalo kita nabung emas digital di pegadaian apakah aturan di semua cabang pegadaian sama dan semuanya dapat dipercaya,kak kalo kita nabung emas digital di pegadaian apakah aturan di semua cabang pegadaian sama dan semuanya dapat dipercaya,kakak kalau kita menabung emas digital di pegadaian apakah aturan di semua cabang pegadaian sama dan semuanya dapat dipercaya,kakak | kalau | kita | menabung | emas | digital | di | pegadaian | apakah | aturan | di | semua | cabang | pegadaian | sama | dan | semuanya | dapat | dipercaya,kakak kalau menabung emas digital pegadaian apakah aturan semua cabang pegadaian sama semuanya dapat dipercaya,kakak kalau tabung emas digital gadai apakah atur semua cabang gadai sama semua dapat percaya,kakak kalau tabung emas digital gadai apakah atur semua cabang gadai sama semua dapat percaya,netral
"Kalo misalnya nabung dipegadaian apa bisa ditukar dengan uang pada saat di tarik?,","Kalo misalnya nabung dipegadaian apa bisa ditukar dengan uang pada saat di tarik?,",Kalo misalnya nabung dipegadaian apa bisa ditukar dengan uang pada saat di tarik,kalo misalnya nabung dipegadaian apa bisa ditukar dengan uang pada saat di tarik,kalau misalnya menabung dipegadaian apa bisa ditukar dengan uang pada saat di menarik,kalau | misalnya | menabung | dipegadaian | apa | bisa | ditukar | dengan | uang | pada | saat | di | menarik,kalau misalnya menabung dipegadaian bisa ditukar uang menarik,kalau misal tabung gadai bisa tukar uang tarik,kalau misal tabung gadai bisa tukar uang tarik,netral
"""Pak, maaf tanya terkait emas. Bener atau salah ya pemikiran saya, kalo kita ikut nabung emas di pegadaian misalnya dgn nominal awal 1jt, sedangkan harga emas per gram saat itu 900rbuan, artinya secara itungan kita sudah dapat emas 1gram&#39","""Pak, maaf tanya terkait emas. Bener atau salah ya pemikiran saya, kalo kita ikut nabung emas di pegadaian misalnya dgn nominal awal 1jt, sedangkan harga emas per gram saat itu 900rbuan, artinya secara itungan kita sudah dapat emas 1gram&#39",Pak maaf tanya terkait emas Bener atau salah ya pemikiran saya kalo kita ikut nabung emas di pegadaian misalnya dgn nominal awal 1jt sedangkan harga emas per gram saat itu rbuan artinya secara itungan kita sudah dapat emas 1gram,pak maaf tanya terkait emas bener atau salah ya pemikiran saya kalo kita ikut nabung emas di pegadaian misalnya dgn nominal awal 1jt sedangkan harga emas per gram saat itu rbuan artinya secara itungan kita sudah dapat emas 1gram,pak maaf bertanya terkait emas benar atau salah ya pemikiran saya kalau kita ikut menabung emas di pegadaian misalnya dengan nominal awal 1jt sedangkan harga emas per gram saat itu rbuan artinya secara itungan kita sudah dapat emas 1gram,pak | maaf | bertanya | terkait | emas | benar | atau | salah | ya | pemikiran | saya | kalau | kita | ikut | menabung | emas | di | pegadaian | misalnya | dengan | nominal | awal | 1jt | sedangkan | harga | emas | per | gram | saat | itu | rbuan | artinya | secara | itungan | kita | sudah | dapat | emas | 1gram,pak maaf bertanya terkait emas benar salah pemikiran kalau ikut menabung emas pegadaian misalnya nominal awal 1jt sedangkan harga emas per gram rbuan artinya secara itungan sudah dapat emas 1gram,pak maaf tanya kait emas benar salah pikir kalau ikut tabung emas gadai misal nominal awal 1jt sedang harga emas per gram rbuan arti cara itungan sudah dapat emas 1gram,pak maaf tanya kait emas benar salah pikir kalau ikut tabung emas gadai misal nominal awal 1jt sedang harga emas per gram rbuan arti cara itungan sudah dapat emas 1gram,netral
"""Kak, sudah ada review emas hartadinata belum ya ?<br>klo blm ada video revienya, boleh kak dibuatin ðŸ˜.<br>Bagus gak ya klo kita beli LM merek hartadinata ? Karna masih asing di telinga orang2 seperti saya."",","""Kak, sudah ada review emas hartadinata belum ya ?<br>klo blm ada video revienya, boleh kak dibuatin ðŸ .<br>Bagus gak ya klo kita beli LM merek hartadinata ? Karna masih asing di telinga orang2 seperti saya."",",Kak sudah ada review emas hartadinata belum ya klo blm ada video revienya boleh kak dibuatin ðŸ Bagus gak ya klo kita beli LM merek hartadinata Karna masih asing di telinga orang seperti saya,kak sudah ada review emas hartadinata belum ya klo blm ada video revienya boleh kak dibuatin ðÿ bagus gak ya klo kita beli lm merek hartadinata karna masih asing di telinga orang seperti saya,kakak sudah ada review emas hartadinata belum ya kalau belum ada video revienya boleh kakak dibuatin ðÿ bagus tidak ya kalau kita membeli logam mulia merek hartadinata karena masih asing di telinga orang seperti saya,kakak | sudah | ada | review | emas | hartadinata | belum | ya | kalau | belum | ada | video | revienya | boleh | kakak | dibuatin | ðÿ | bagus | tidak | ya | kalau | kita | membeli | logam | mulia | merek | hartadinata | karena | masih | asing | di | telinga | orang | seperti | saya,kakak sudah review emas hartadinata belum kalau belum video revienya boleh kakak dibuatin bagus tidak kalau membeli logam mulia merek hartadinata karena masih asing telinga orang seperti,kakak sudah review emas hartadinata belum kalau belum video revienya boleh kakak dibuatin bagus tidak kalau beli logam mulia merek hartadinata karena masih asing telinga orang seperti,kakak sudah review emas hartadinata belum kalau belum video revienya boleh kakak dibuatin bagus tidak kalau beli logam mulia merek hartadinata karena masih asing telinga orang seperti,netral
"""menurut om, apakah apps digital seperti ini bakalan tetap exist kedepan? dan kalau ada 2 pilihan invest, pilih digital currency atau emas?"",","""menurut om, apakah apps digital seperti ini bakalan tetap exist kedepan? dan kalau ada 2 pilihan invest, pilih digital currency atau emas?"",",menurut om apakah apps digital seperti ini bakalan tetap exist kedepan dan kalau ada pilihan invest pilih digital currency atau emas,menurut om apakah apps digital seperti ini bakalan tetap exist kedepan dan kalau ada pilihan invest pilih digital currency atau emas,menurut om apakah apps digital seperti ini bakalan tetap exist kedepan dan kalau ada pilihan investasi pilih digital currency atau emas,menurut | om | apakah | apps | digital | seperti | ini | bakalan | tetap | exist | kedepan | dan | kalau | ada | pilihan | investasi | pilih | digital | currency | atau | emas,menurut apakah apps digital seperti bakalan tetap exist kedepan kalau pilihan investasi pilih digital currency emas,turut apakah apps digital seperti bakal tetap exist depan kalau pilih investasi pilih digital currency emas,turut apakah apps digital seperti bakal tetap exist depan kalau pilih investasi pilih digital currency emas,netral
"""Pak, misal saya beli emas di Antam lalu misal mo dijual lagi tapi di toko emas terdekat. Apakah harga buy backnya sesuai pada saat nanti atau dibawah harga buy back? Krn setau saya toko emas biasanya akan ngasih harga dibawah pasaran klo kita bukan beli emas ke dia (dulunya)<br>*Semoga dijawab ðŸ™ðŸ™‚"",","""Pak, misal saya beli emas di Antam lalu misal mo dijual lagi tapi di toko emas terdekat. Apakah harga buy backnya sesuai pada saat nanti atau dibawah harga buy back? Krn setau saya toko emas biasanya akan ngasih harga dibawah pasaran klo kita bukan beli emas ke dia (dulunya)<br>*Semoga dijawab ðŸ ðŸ "",",Pak misal saya beli emas di Antam lalu misal mo dijual lagi tapi di toko emas terdekat Apakah harga buy backnya sesuai pada saat nanti atau dibawah harga buy back Krn setau saya toko emas biasanya akan ngasih harga dibawah pasaran klo kita bukan beli emas ke dia dulunya Semoga dijawab ðŸ ðŸ,pak misal saya beli emas di antam lalu misal mo dijual lagi tapi di toko emas terdekat apakah harga buy backnya sesuai pada saat nanti atau dibawah harga buy back krn setau saya toko emas biasanya akan ngasih harga dibawah pasaran klo kita bukan beli emas ke dia dulunya semoga dijawab ðÿ ðÿ,pak misal saya membeli emas di antam lalu misal mau dijual lagi tapi di toko emas terdekat apakah harga buy backnya sesuai pada saat nanti atau dibawah harga buy back karena setau saya toko emas biasanya akan memberi harga dibawah pasaran kalau kita bukan membeli emas ke dia dulunya semoga dijawab ðÿ ðÿ,pak | misal | saya | membeli | emas | di | antam | lalu | misal | mau | dijual | lagi | tapi | di | toko | emas | terdekat | apakah | harga | buy | backnya | sesuai | pada | saat | nanti | atau | dibawah | harga | buy | back | karena | setau | saya | toko | emas | biasanya | akan | memberi | harga | dibawah | pasaran | kalau | kita | bukan | membeli | emas | ke | dia | dulunya | semoga | dijawab | ðÿ | ðÿ,pak misal membeli emas antam lalu misal mau dijual lagi tapi toko emas terdekat apakah harga buy backnya sesuai nanti dibawah harga buy back karena setau toko emas biasanya memberi harga dibawah pasaran kalau bukan membeli emas dia dulunya semoga dijawab,pak misal beli emas antam lalu misal mau jual lagi tapi toko emas dekat apakah harga buy backnya sesuai nanti bawah harga buy back karena tau toko emas biasa beri harga bawah pasar kalau bukan beli emas dia dulunya moga jawab,pak misal beli emas antam lalu misal mau jual lagi tapi toko emas dekat apakah harga buy backnya sesuai nanti bawah harga buy back karena tau toko emas biasa beri harga bawah pasar kalau bukan beli emas dia dulunya moga jawab,netral
"Emas digital untuk tabungan begitu gramasi nya cukup tarik fisik nya.,","Emas digital untuk tabungan begitu gramasi nya cukup tarik fisik nya.,",Emas digital untuk tabungan begitu gramasi nya cukup tarik fisik nya,emas digital untuk tabungan begitu gramasi nya cukup tarik fisik nya,emas digital untuk tabungan begitu gramasi nya cukup menarik fisik nya,emas | digital | untuk | tabungan | begitu | gramasi | nya | cukup | menarik | fisik | nya,emas digital tabungan begitu gramasi nya cukup menarik fisik nya,emas digital tabung begitu gramasi nya cukup tarik fisik nya,emas digital tabung begitu gramasi nya cukup tarik fisik nya,positif
