Data;Label Sentimen;
@Iday-j8q,maaf mas mau nanya .kalo kita beli emas digital misal 100 .atau 200 rbu apkh nominal uang yg kita belikan trhdap emas itu akn brkurang krn sdah d ptong dn d sesuaikan dngan harga jual misal beli 200 rb tp d tabunagan emas kita cuma jd 190.000 .ataukah nominal tetap tp akn d potong saat penjualan emas ?,;Netral;
saya nabung emas digital di Kring pegadaian lumayan sii nominal uang kurang lebih 2 jt,;Positif;
@rotterdam3789,2 kata lucu<br>Emas digital,;Positif;
"@TiwukkuclukKucluk,""Bukanya KLO belinya lewat brimo, bisa beli dngn nominal 10ribu, dan skian2,,,, ga hrs 5oribu"",";Positif;
@food3089,nabung digital 0.6 gram di th 2020  kemarin waktu mas naik  coba sy cek  hemmm mas saya tiba&quot;Positif;
@ashh4bul-aklam,manfaatkan tring lah dr pegadaian..bs diuangkan klo kita mo jual lg via rekening bank2 himbara,;Positif;
@dikiwahyudi2107,Enak digital sih kita GK bingung nyimpanya dah bingung nenteng ke mana KLO kita bepergian jauh,;Positif;
@Fanuelv,Tring by pegadaian apakah aman?,;Netral;
"@tangerangboy,""Barusan jual emas digital ternyata harga jualnya dibawah pasaran, mereka mengambil untung banyak dengan kondisi saat ini, mending pegang emas fisik !"",";Negatif;
"@g-channel1773,""Booodoooh... gak usah nabung di digital, tabungan fiktif.<br>Tabunglah di tabungan yg nyata"",";Negatif;
@miftahulbait,saya liat di aplikasinya klw emas digital ada biaya tambahan untuk cetak emas fisiknya bang...,;Negatif;
"@PisangGoreng-y5t,""J Pegadaian ini pt penipu dan gk bertanggung jawab, <br>Saya sdh lunas cicilan emas 100 juta lebih ,  tp emasnya gk ada gk sesuai perjanjian lisan atau tulisan, bahkan di tulisan itu emas punya saya yg saya gadaikan ke pegadiaan trus saya tebus pke cicilan, katanya emasnya gk ada dan gk tau kapan datangnya mau 1 bln, 3 bln, 6 bln , 1 taun atau sampek kiamat jg gk tau. Ditanya cs cs wa atau email jg jawabnya gk tau,<br><br>Note 1 : segera tarik uang kalian atau aset apapun itu dr pegadaian jika ada sebelum terlambat<br>Note 2: kalo mau punya emas beli emas di tempat yg jual emas khusus harga seperti di web, jgn cicil atau tabung digital"",";Negatif;
"@yuliapl5350,""Aku pernah, awalnya takut dan khawatir, ternyata real, aku beli nya ragu2 cm 50,100,150,ahirnya terkumpul 1100000,alhamdullah  ada kenaikan, berkembang jd 1500000,untung 500 rb langsung aku jual dalm satu detik uang masuk ke rekening"",";Positif;
"@tintondwinanda,""<a href=""""https://www.youtube.com/watch?v=L4TWcOnUF9E&amp";Netral;
@rahmattullah3293,saran aplikasi yang digunakan untuk investasi mas<br>apakah di NANOVEST bagus?,;Netral;
@iwanjedaru,Terimakasih,;Netral;
@giofurleidaf,Sya nabung emas digital sejak 2024 smpe skrg udah profit 21jt..ðŸ˜Š,;Positif;
@nitasari5758,alhamdulilah  selama ini fisik dan digital semuanya ada dan Dua2nya untung  bisa bantu saat2 darurat â¤â¤â¤â¤,;Positif;
@didi6758,Kalau mau nabung emas di SDB saja.<br>Di Save Deposit Box .<br>Mantap .,;positif;
@puteracahyadi,yakin kah keamanannya? lihat lah Dana Syariah Indonesia... sudah terdaftar di OJK juga. buntut2nya ternyata sejak awal itu sudah skema Ponzi... OJK tetap saja tidak bertanggung jawab. bohong semua.,;Netral;
@Joeirwan7,Harga emas sekarang naik derastis hampir 3jt <br>Kalo saya beli sekarang mungkin nggak ya kedepanya harganya anjlok lagi?,;Positif;
Suadi_Phang,emas digital banyak kekurangan,;Negatif;
nor_ax8414,beli emas digital dari aplikasi dana aman bg,;Positif;
tilemotovlog3194, nabung emas di shopee aman bang,;Positif;
"@armanz.s1032,""Klo terjadi rush atau penarikan besarÂ²an sekaligus, kuatir emas fisik tidak tersedia. Bank aja dibegituin bisa bleeding, padahal itu tempat menyimpan uang"",";Negatif;
@Freerapah,Kalau Akun Dana Gmn aman Tidak,;Netral;
"@suwardi3248,""Beli emas digital, sama artinya kita beli angin, membayar tapi tidak bisa lihat pisiknya."",";Negatif;
"@tukijan4047,""Walau ini berita lama tapi saya belum yakin keamananya.<br>Sesuatu yg pemerintah punya aja bisa berantakan , apalagi ini .<br>Contohnya asuransi jiwa sraya , sekarang gak tahu kabarnya.<br>Ini memang beda , tapi ketika nanti terjadi masalah dan akirnya bubar , nasabah tentu dlm posisi lemah.<br>Hal serupa juga terjadi pada pencairan BPJS.<br>Kemarin ada ibu&quot";Netral;
"@TabAdelapanlite-tw3sh,""Sy,buat tabungan mas di pegadaian sy coba semua kemudahan spt jual butuh tunai dbyr sesuai hrg emas saat terkini nya,"",";Positif;
arcondroagusty1034,mudah jualnya ga ribet,;Positif;
"@liberthadewii6142,""Pengalaman saya dari pertama beli emas fisik yang saya alami  beli emas fisik ada jasa upahnya kedua kalau pas kita kepepet kita jual harga nya turun jauh dari harga beli, saya faham kalau bli emas untuk infestasi harus butuh waktu lama baru untung. Dan di tahun 2024 saya memulai dengan membeli emas digital awal beli 1gram di harga rp 1,4juta Dan saya pantau pergerakan emas setiap hari naik dan saya membeli stiap minggu stelah 2 bulan saya profit dari modal 2,8 menjadi 3,4juta. Saya pun coba mengambil keuntungan dengan menjual emas yang saya beli, ternyata ga ada sama sekli potongan. Dan dari itu saya memutuskan untuk inves ke emas digital. Sampai skrg dari bulan 9 2025 dan kini 2026 bulan 1 modal 8,9juta jadi 13,6juta dalam waktu 4 bulan saya profit 4juta 700 ribu ðŸ˜Š"",";Positif;
@martinuspangaribuan3995,Saya Dari nabung 100rb sekarang sdh punya 13 gram di pegadaian,;positif;
"@Junarta07,""Udah paling aman, nabung emas di pegadaian"",";Positif;
"@damiance7072,""Mohon sarannya, aplikasi apa yg keamanan terjamin untuk investasi emas digital? ðŸ™"",";Netral;
"@AgusBudiman-q6r,""Sempat nabung di pegadaian sblm pandemi covid...sisa 0.6 gram.<br>Vakum sampai 2025...kirain udah hangus.aku download aplikasi Tring ternyata saldo gramnya utuh,nominal rupiah jadi 1,2 JT dari awal nabung rupiah sktr 380rb...â¤"",";Positif;
"@DianAlamsyah,""Kalaw emas digital kalaw kita butuh kita bisa jual senilai kebutuhan saja, misal punya emas 10gram kita bisa jual 2gram 3gram berapapun itu, kalaw punya emas fisik 10gram kita btuh gk senilai jumalah 10gram jual emasnya mau gk mau jual 10gram 1keping itu"",";Positif;
@kamfrettos9716,Puji Tuhan Yesus ud beli emas digital di pegadaian untuk di tabung.. aman..â¤â¤,;Positif;
@liminmua9148,Emas ghoib gak ada bendanyaðŸ˜…klo listrik di muka bumi lenyapðŸ˜‚ðŸ˜‚menagislah kalian,;Negatif;
"@whatyoulookingat_11,""udah sejak lama, kebetulan main ke pegadaian, mau gadai motor (cuma buat numpang nyimpen aja biar aman) ada tv yg nayangin iklan emas pegadaian, isinya seorang ayah yg nabung emas untuk anaknya kuliah dan nerangin harga emas itu selalu naik, sejak saat itu nabung dan g kecewa hasilnya"",";Positif;
@JihanCell-n7u,Saya lebih suka nabung emas dibrimo,;Positif;
@sangkelatalquds9227,Nabung emas digital di Pegadaian udah berjalan 2 tahun ... Alhmdulillah aman dan tambah cuan ðŸ‘,;Positif;
@nugrohoarwan6900,Mas Bambang paling terpercaya..,;Netral;
@stenlykufla8546,Bang Kalau yang ada di Aplikasi Brimo Gimana bang. Bisa di jadikan fisik apa tidak???,;Netral;
"@PKBMGAJAHMUNGKURWONOGIRI,""Kadang yang bikin ragu2 , digital bisa dikontrol pemilik web atau aplikasi ..."",";Negatif;
@cellistaiueo,Makasih sudah di edukasi,;Positif;
@kasamago,Listrik dan koneksi adalah Kunci...,;Positif;
"@fansyaelfirantama2870,""Emas digital udah paling bener..<br>Gk ribet nyimpen nya, kalo fisik resiko hilang,. Harus punya brangkas yg bagus biar aman.<br>Krna rumah masih ngontrak udh paling bener digital aja.<br>Gw nabung emas di pegadaian udah dari 2022.<br>Sampe detik ini alhamdulillah aman-aman saja, mulai nabung dulu masih 1jutaan.<br>Sekarang sudah 2,3 jutaan.<br>Alhamdulillah sudah 47gram<br>Target pertama sampe 100gram, untuk biaya sekolah anak nantinya dan dana pensiun pribadi"",";Positif;
@MasReno-c1y,Kalo saya untuk Alesan beli emas di digital nya saya beli dengan harga yg lagi lagi Tpi daya jual nya lagi turun saya berharap nya untuk kesepian nya harga jual nya semakin naikðŸ˜…,;Positif;
"@RumahTasik-k4m,""BANG KLW BELI EMAS DI GITAL PAS UNTUNG DIKIT TRUS  DI AMBIL LABANYA BAIK GK , APA MENING DI BIARIN TAR KLW LABA BESAR BARU JUAL SEMUA"",";Positif;
@FartinMeharna,Beli emas digital di Aplikasi Dana cepat dan praktis,;Positif;
"@kepperbeegames,""Pengalaman gw investasi emas di Pegadaian aman. Pencariannya juga gak sulit kok. Cuma ya pertimbangin aja dengan biaya2 adminnya + minimal saldo mengendap. Selama ga sering2 diganggu, emas digital aman aja imho buat tabungan yg tahan inflasi."",";Negatif;
@boseasep7505,Penjelasanya bagus auto sub,;Positif;
@UinBajil,y saya jg mu mas d gital cma kepikir nabung mas sekrng cba lgy dri 2015 udh bnyk,;Positif;
@YareYare-by7eh,Apakah indogold aman ?,;Netral;
@muhammadahmadarifin7649,Dana gimna,;Netral;
JonathanMarino-e9f,Emas di dana aman ko gw nabung dari tahun lalu,;Positif;
"@nurfitriasofi18,""Di dana cetak emas minimal 0,5gr"",";Positif;
@orihandani3646,Baru beli segram udah di ambil lagibahahah,;Positif;
"@Raizsatria-c7y,""beli emas digital di dana tahun lalu. pas beli 1,4. sekarang 2,4."",";Positif;
@bubucat231,Klw saya nabung emasnya d aplikasi brimo,;Netral;
"@Nuriaini-z7q,""Alasan tidak direkomendasikan membeli emas dan perak etf, 1.jika sistem runtuh semua akan bergantung ke aset riil. Dan mereka yg mengelola asset etf tidak akan memberikan emas fisikmu, 2. Jika tidak ada holder fisik, maka harga emas dan perak akan sangat volatil, karena ada banyak kepentingan yg memanipulasi harga dg praktik spoofing dan short selling, asset yg bagus itu yg likuid namun tidak terlalu likuid, menjual hanya dengan menekan tombol Itu terlalu liquid seringkali menyebabkan harga tidak stabil, sedangkan datang ke toko logam mulia untuk melakukan penjualan itu likuiditas yang sehat."",";Negatif;
@saifulanam77,Om kalo ada orang ..ngajak bisnis emas digital tapi saya tidak mengerti apa apa ...apa yg harus saya lakukan,;Positif;
@SitiRisma-vr2il,Kalo beli emas di dana gimana tu legal ga ya?,;Netral;
@leonardprihantorosinaga1817,Kalau nabung emas bagusan pake uang dingin biar gak bentar-bentar kita jual emasnya pas ada kebutuhan.,;Positif;
rilaksaplayground1461,Tetep emas kuasai fisiknya ... Kl emas digital yang menguasai fisiknya siapa Kaka ?,;Negatif;
@AhmadIqraNagara,Saya baru akan coba tapi nonton dulu referensi di channel ini ðŸ‘,;Positif;
@dorisa1214,Saya nabung mas 20 gram Di 5 tahun yg lalu sharga 850 per gram.. mau Di pakai mungkin 10 tahun lagi nunggu anak kuliah,;Positif;
@olivechannel22,Udh males skrg sm mas fisik kalo jual suka dimainin sm cici tokonya bukanya untung malah minus ðŸ˜¢,;Negatif;
@Alfin86-x7u,info dong buat beli emas fisik di apk ap yg bagus,;Netral;
@JiromBeats2,saya beli 1 gram emas digital di pegadaian langsung mines 300rb karena harga beli mahal dari pada harga jual,;Positif;
@yustiyanahabsari3540,Pegadaian berarti gak legal ya bang soalnya gak ada di website bappebti ???,;Negatif;
@fahmimohamadrivai6359,Saya baru 5 bulan itupun baru naek sekarang karna sering dipantau,;Positif;
@Drabocalm,Saya lebih enak pake mas Digital bisa di pantau grafiknya di jual kapan pun enak tanpa di bohongÂ²in sama penjualðŸ˜‚,;Positif;
"@Risky-wz3gz,""izin bertanya, jika beli emas di aplikasi dana itu aman ga? tolong di jawabðŸ™"",";Netral;
"@MawarPutih-e7f,""Aku masih jadul cara berfikir nya, tetap aja aku harus pegang fisik nya. Seperti halnya deposito jg begitu. Tetep aja harus pegang fisik ... Wkwkwk ."",";Positif;
@topekkamali6969,FOLOW kakak,;Netral;
"@NungSleep,""Aku di dana baru 1 minggu udah naik 0,6%ðŸ˜…"",";Positif;
"@judawirbariah2676,""Sy menabung tabungan emas shopee kerjasama treasury, penggunaannya sangat mudah dan simpel ibarat menabung tanpa khwtr terkena inflasi, aman dan mudah di cairkan"",";Positif;
"@buatkerja-g5w,""selama ini transaksi dengan bsi dan pegadaian tidak pernah kecewa. kalau aplikasi biasanya buat beli dari &quot";Netral;
"@justbecause2921,""Udah jalan 5 tahun pakai tabungan emas digital di pegadaian. Nabung bukan krna nyari untung, tapi untuk menghindari inflasi aja. Target sebisanya 10gr pertahun. Nabung emas cara saya ya uang yg dipakai adalah uang yg diperkirakan &quot";Positif;
@Bohinyess,Emas digital ga harus si cetak fisik ko?<br>Jd bisa dijual ndk langsung tanpa cetak fisik?tq,;Positif;
"@LongKim_5811,""Arwanatoto tempat cuan cepat, Modal receh, hasilnya lebat!ðŸ€ðŸ€ðŸ€ðŸ€"",";Positif;
"@An.ViÃªn.Máº¡nh,""Arwanatoto tempatnya nyata, Main sebentar, saldo nambah nyata!ðŸ¥‚ðŸ¥‚ðŸ¥‚ðŸ¥‚"",";Positif;
@agungprasetyo9984,Bng tapi saya di aplikasi pluang sprednya sekarang jauh banget sampe 9.2%. Gimana ya?<br><br>Dulu waktu masih awal tahun 2025 masih stabil 3.5-4%. Sekarang 9.2%,;Negatif;
@sujadijamal8070,Terimakasih kho infonya sukses selalu,;Positif;
"bobbysaputra4real,""seandainya suatu saat semua nasabah mau minta emas fisiknya, perusahaan tidak akan sanggup menyediakan"",";Negatif;
@SulaksanaNanda,Beli emas itu tunai dalam satu majelis akad dan tidak boleh bertangguh,;Negatif;
@dimaswibowo6011,udah maen emas digital selama 3 thun... simple dan aman,;Positif;
@Hartoyo-Car,Lebih aman di pegadaian karna ada kantor cabang nya klo ada apa apa kita bisa kunjungi,;Positif;
@bumblebee119,kalau beli emas di aplikasi Dana aman gak sih?,;Netral;
@dennyirawan8725,Saya beli Dinaran mas digital,;Positif;
@wisatakuliner122,Akun saham di bank terkenal aja biss ilang di bobol.uang di bank juga bisa ilang...ngeri sih bentuk digital,;Negatif;
"@ny.yesipradhanafahriza1776,""Bri emas kerja sama dengan pegadaianya, lebih ok oplikasi bri apa bsi kak utk tabungan emas nya"",";Positif;
@muhammadsaidsaid129,Saya di gital sudah untung 30 juta rupiah ðŸ˜‚ðŸ˜‚ðŸ˜‚,;Positif;
"@random_85,""Sy baru memulai Investasi emas dan etf,, mudahan bisa continue terus..aamiin"",";Positif;
@Agusman-f4r,Aplikasi rawan sekali hilang,;Negatif;
@Agusman-f4r,Lebih aman mas pisik jelas lihat emasnya Suai kemampuan aja beli emasnya,;Negatif;
@sangkelatalquds9227,Alhmdulillah tahun 2024 udah mulai nabung emas digital di pegadaian... Walaupun telat menabung tp tetap semangat menuju Indonesia emas ðŸ˜ðŸ‘,;Positif;
@lundyfirdiansyah3374,kalau hukum perdagangan syariah harus ada fisik emasnya sedangkan digital itu emasnya halu â€¦ so sebaiknya harus ada fisiknya,;Negatif;
"@renreline6039,""saya lebih suka emas fisik, klo dah ngumpul, tuker ke tanah. Pernah pake digital, gk sukanya ada potongan admin setiap beli dan biaya /tahun, mengendap 0.1gr."",";Negatif;
@unboxingnew3612,Lebih untung emas digital lah. Potongan ga banyak cuma 2-3 persen klo fisik nya bisa di atas 6 persen,;Positif;
"@rhozyakhmed4121,""saya udah pakai aplikasi emas digital,<br><br>aplikasi DINARAN sejak 2021, harga emas waktu itu 950rb-an per gram...<br><br>dan smpai skrg menjelang akhir 2025 masih pakai aplikasi DINARAN...<br>ðŸ˜…"",";Positif;
"@Westpro_99,""Saya lebih suka nabung XAUT di Bitget, OKX, atau Binance, baru mulai."",";Positif;
"@Blitar_Keren,""sudah pernah pakai pluang, pegadaian dan saat ini masih punya aset di treasury"",";Positif;
"@baradurhaka,""Risiko emas digital,saat internet di seluruh dunia mati total"",";Negatif;
"@herman3781,""Yang udh pasti investasi emas digital di pegadaian aja, yg udh past legal.. bisa di buy back, cetak fisik bs juga di gadein<br><br>Tanpa ribet tring pegadaian. Danantara"",";Positif;
@CrewjoGarden,Mulai nabung emas digital pegadaian sejak emas fisik Antam mulai sulit didapat &amp;Positif;
"@arini5174,""Emas digital gak ribet kalo jual/beli tinggal pake hp lgsg kelar...ga harus panas2an keluar rumah,pake motor/mobil,pake jilbab/topi..."",";Positif;
@RemonUlunorolalengUlunorolalen,pengen jg ni...hars cba tdk ad kata trlmbatðŸ˜Š,;Positif;
"@DRdtpadukotuan,""Belum pernah, bagimana keamanan dan keuntungannyq"",";Positif;
@muhammadfadholimunthaha4053,Treasury aman ga ya?,;Netral;
Pratamaaldo-b7k,investasi di dana aman min,;Positif;
@karimachan1160,Bahas e-mas di BSi dong bang,;Positif;
"@Nakiyagamingyt,""Lebih aman di indogold, dana atau tring by pegadaian"",";Positif;
"@maiyajutek2716,""Sy lebih suka emas digital, cuma takutnya perusaan nya tutup, tapi semoga tidak tutup, Krn belinya lebih mudah tampang"",";Positif;
@ikilaptopservicelaptopmala2347,digital ada biaya perawatan kok aneh tdk ada fisik tapi ada biaya perawatan .,;Negatif;
"@endrotom7723,""Saya sudah mulai Dari 3 bulan lalu , saat harga sekitar 1.8 jt / bulan. Telat sih memang tau gitu saya deposit ke emas sejak 5 taun lalu. Lebih baik gak usah nunggu turun kalo udah punya uang lebih."",";Positif;
@cahayadanzahwa-r3w,Mas digital,;Netral;
"@DanuWijaya-t3l,""Penipuan,,,,,krn ga pegang emas aslinya,.........hati2 waspada...."",";Negatif;
@nyiradentriumiati1184,Utk skrg digital aja karn fisik capek...cpt banget berubahhya,;Positif;
"@Ether2025-u3u,""Emas kok digital , orang kalo beli emas itu ya ada barangnya , minimal gawe ngantem kirik kaing kaing .."",";Negatif;
@Pratu.X,Aplikasi dana ada emas fisiknya juga gk,;Netral;
@10jt.LAPANGANKERJA,lebih fleksible kepemilikan emas lebih mudah dengan gramasi bebas 10rb pun dpt. <br>klo beli fisik malah belum tentu dapat. . . <br>krn yg bikin langka itu krn kepemilikan digital itu. . . sudah ditimbun jadi sangat sedikit yg di jual secara fisik. . . <br>gorwng menggoreng.,;Positif;
"@masudsubchan821,""Beli emas bersamaan dengan uang nya ,,lepas uang pegang emas , di satu tempat di satu waktu ,,jika tidak maka akan menjadi riba,,,,,,,ingat itu"",";Negatif;
"@babasbebas951,""Iming iming pindah emas asli ke emas digital itu sama seperi iming iming saat pindah dari emas ke bon utang yang sekarang disebut uang. Iming iming lebih gampang, lebih aman taunya zonk. Bank ga nyimpen emas sejumlah bon yang mereka keluarkan. Akhirnya nilai bon terus devaluasiðŸ˜‚"",";Negatif;
